PC1,PC2,LoanApproved
0.6525985132996114,-0.14091698085647708,0
-0.37051592609175954,0.07761194650239088,0
-1.0031533522119176,-1.608638087478661,0
0.26406757411543813,0.6414973112518922,0
1.8091159799815397,0.9763689753354557,1
-0.4713708368463016,2.08382131025088,1
-0.49859140612573605,-0.23202818909689346,0
-0.43557470326766645,1.0959053776992855,1
-0.8186127669645483,0.8924740932131089,0
0.5014483348515287,0.012694183829798216,0
0.6736185530851738,0.4294111585694458,0
-0.5593205782179849,-0.2306193872217129,0
-0.8764173376237263,0.363246560571966,0
0.42133680740302115,-0.229607251020106,0
-0.4650917963359775,0.2356150130705221,0
2.066281954878301,0.23435900432606546,1
-0.9953120395232968,-0.8600307041262977,0
-0.09118514229641388,1.914763344935607,1
-0.769934897818944,-0.5797669443971162,0
0.010039284372581576,-0.9823398582760113,0
1.507034231054368,1.1936505598877183,1
-0.7914993972239482,0.32912659825977947,0
-0.8380349951117071,1.1842408891599867,1
-0.9066844331022319,-0.10075679859879114,0
0.3249128040021376,-0.9567203357814188,0
-0.1820009758647551,0.32593350427230255,0
-0.6743181332138578,-0.3728762726269064,0
-0.7682710495255672,-0.32005995520848013,0
-0.7723184480951334,-0.2860571989018506,0
0.4562411057775743,-0.007949719651807791,1
0.015444651274181568,-0.20470284473775016,0
-0.7436954763653121,-0.5759088327830238,0
-0.29089594403966923,0.2505352210973703,0
2.558888173711957,-0.5942654979181126,0
1.9297381831779108,-0.15221332395734136,0
-0.738980102491694,0.9223373125174036,0
0.841132534083324,0.40954520178630416,1
-0.39664568436048364,-0.15011062320488705,1
1.0192862282049424,-0.6813816967518559,0
0.2742681229829045,2.1153981843676983,1
-0.40182532862062514,0.14669663749865272,0
-0.7957695987610709,0.9800526099506206,1
4.331749044660292,-0.1086465738938137,0
-0.6313265995381788,-0.38350289379048086,0
-0.76785374518221,-0.25635483801934605,0
0.4630819841141427,0.2985511632376498,0
-1.0143479194712617,-0.7753291794418592,0
-0.8846382651012409,0.05909186960854055,0
0.8379089702190852,0.9901809562510241,0
-0.7519485013810763,0.3380697937802178,0
1.261686220380099,1.5657154637829858,1
-0.4097112961779212,-0.37136215267805833,0
-0.9133969050397484,-0.6434589441667243,0
-0.7307118984325528,1.422005289363886,1
0.10566012607271615,4.267074596013858,1
-0.8492155330241098,-1.1351673620044826,0
1.4115781884451226,-2.047335168126781,0
-0.6794736851293334,0.4182297754387076,1
-0.8286188643831687,0.3351429311590934,0
0.9892072351653957,0.312256364044309,0
1.755870243625473,-0.49755197806966495,0
-0.6245019428193531,-0.1991452679728167,0
-0.5392246753022376,0.7364584827855565,1
-0.8772296450184814,-4.278114516411085,0
-0.6307964328574347,-0.47077851805649834,0
1.3964723535742793,-0.42591376047684937,0
0.3081927698863505,0.4106002031608644,1
2.8228390537607786,-0.27907154412427054,0
0.00832695490353257,-0.3793851126371802,0
0.128259020045284,0.3836935415031776,1
-0.6962778639978507,-0.3225416254576626,0
-0.8826319733271812,0.6962959910239641,1
0.5640431924539877,2.272935839625444,1
0.5012207072381241,0.032274514227519494,0
0.32459141106394346,-1.3326521587527256,0
-0.4862035626905665,0.15158253030788127,0
-0.5024667686299785,-0.05393778838086082,0
4.201748350809233,0.22646987865280094,0
-0.8507140257920881,0.9808603851811241,0
-0.8312767809676836,-0.168552955853428,0
1.225775859014364,-0.3368507645640023,0
4.757928819037287,-0.8436064018958415,0
-0.8113002966499553,0.04477550580337494,1
-0.2543984161867957,-0.5330323221671759,0
0.9077215139738645,-0.2075148389792582,0
-0.3045603426389481,-0.7084910450962004,0
-0.41561564177178445,0.4005141632586938,0
-0.3721081313745667,1.2024548933296488,1
-0.6980337291665301,-1.1857509499745786,0
2.573204497725521,-0.16560013329025633,0
-0.8197222402329134,0.09603535640684102,0
-0.8032704271841422,-0.45839492881766686,0
0.28189501162707137,-0.9460078875538993,0
-0.15201510576646804,0.8668572075499061,1
-0.8194754637789688,-0.39372299611594147,0
4.2663328914505,0.11100719943950874,1
0.21344481045295016,0.33805927471223157,1
0.09221860219085855,-0.29696598479398373,0
-0.040287639731409794,0.023006337400022666,0
2.7522822346363287,-0.33893240804896163,0
-0.05079343232478632,0.7324457197114913,0
-0.7016787032180258,-1.2009819098189294,0
-0.4436243881575252,-0.2209230709636557,0
-0.391749294801177,0.9996846378592513,1
0.2807095026877264,-0.1343416217142601,1
-0.9446104188123504,0.5019739721780112,0
